team,date,elo_(k=32)_rating,elo_(k=32)_avg_7d,elo_(k=32)_δ7d,elo_(k=32)_avg_30d,elo_(k=32)_δ30d,elo_(k=64)_rating,elo_(k=64)_avg_7d,elo_(k=64)_δ7d,elo_(k=64)_avg_30d,elo_(k=64)_δ30d,glicko_1_rating,glicko_1_μ,glicko_1_σ,glicko_1_δrat.7d,glicko_2_rating,glicko_2_μ,glicko_2_σ,glicko_2_δrat.7d
Ybb gaming,14-7-2022,951.53,950.34,+2.39,940.61,+14.55,929.48,927.75,+3.48,905.76,+54.26,1410.03,1645.92,94.36,+45.79,1576.88,1730.33,61.38,-2.23
Lilgun ,14-7-2022,920.07,948.74,-76.94,989.38,-104.12,876.10,906.33,-86.06,952.37,-130.77,1481.56,1761.90,112.14,-83.89,1569.07,1692.53,49.38,-2.81
Army Geniuses,14-7-2022,1086.45,1099.41,-30.55,1050.52,+90.62,1103.28,1142.70,-88.95,1102.87,+59.37,1613.48,1777.15,65.47,+39.22,1567.34,1693.27,50.37,-2.74
Pari Parni,14-7-2022,1006.38,1006.53,-0.31,1013.81,-14.92,1010.67,1010.93,-0.53,1001.46,+11.41,1252.92,1541.82,115.56,-80.42,1566.99,1701.95,53.98,-2.54
TNC Predator,14-7-2022,943.81,942.43,+2.77,928.06,+33.88,933.41,931.77,+3.29,905.22,+60.69,1417.62,1634.34,86.69,-12.57,1565.72,1712.65,58.77,-2.37
PuckChamp,14-7-2022,1010.94,1011.21,-0.54,1010.13,+0.39,1025.96,1026.60,-1.28,1021.13,+5.72,1451.36,1677.29,90.37,+46.05,1564.60,1709.29,57.88,-2.38
HYDRA,14-7-2022,952.36,957.47,-14.34,1008.61,-122.21,924.93,925.97,+2.29,1002.49,-213.47,1513.46,1634.58,48.45,-2.18,1560.02,1664.17,41.66,-3.31
Team Saiyan,14-7-2022,948.41,947.14,+2.55,974.41,-75.87,891.19,888.53,+5.37,934.41,-127.92,1185.53,1440.11,101.83,-17.03,1557.04,1706.63,59.83,-2.35
Coritiba Esports,14-7-2022,921.47,919.54,+3.88,924.32,-16.78,906.25,903.95,+4.63,913.56,-31.05,1514.28,1771.53,102.90,+85.94,1547.39,1684.39,54.80,-2.50
Nemiga Gaming,14-7-2022,916.09,914.04,+4.14,888.43,+14.29,884.03,881.19,+5.72,816.40,+72.22,1533.82,1843.55,123.89,-73.23,1546.87,1671.22,49.74,-2.77
SG esports,14-7-2022,1017.57,1018.00,-0.87,1007.01,+52.65,1054.28,1055.61,-2.68,1038.13,+91.88,1548.55,1763.35,85.92,+58.84,1533.62,1678.34,57.89,-2.37
DGG Esports,14-7-2022,1039.53,999.37,+26.97,1026.62,+51.59,1020.39,971.39,+23.66,1034.92,+49.51,1432.01,1629.46,78.98,+29.33,1532.60,1657.24,49.86,-2.76
Infinity,14-7-2022,1078.62,1079.03,+44.23,1013.76,+98.04,1124.88,1138.80,+54.64,1035.27,+139.00,1449.94,1646.55,78.65,+13.49,1532.53,1660.75,51.29,-2.67
Dreamers Esports,14-7-2022,1007.24,1007.41,-0.36,1000.54,+16.09,1006.30,1006.45,-0.31,995.89,+12.75,1443.88,1685.85,96.79,-36.84,1532.48,1706.50,69.61,-1.96
Rune Eaters,14-7-2022,1070.70,1091.15,-13.84,1091.15,-,1072.95,1131.18,-59.07,1131.18,-,1373.58,1665.15,116.63,-79.41,1516.45,1695.99,71.81,-1.90
DogChamp,14-7-2022,1015.20,971.01,+70.60,912.39,+119.00,1081.26,1014.44,+111.55,895.73,+227.02,1426.29,1688.09,104.72,-92.86,1510.42,1639.69,51.71,-2.67
Neon Esports,14-7-2022,892.05,890.75,-0.06,915.01,-48.71,860.93,854.41,+10.18,878.17,-50.98,1133.71,1426.12,116.96,-79.09,1501.31,1624.96,49.46,-2.81
Noping VPN,14-7-2022,967.28,966.48,+1.61,977.30,-39.54,949.24,948.00,+2.50,946.50,-26.75,1020.30,1334.34,125.61,-71.92,1500.42,1641.93,56.61,-2.44
Wolf Team,14-7-2022,1072.68,1074.46,-3.59,1074.90,+31.11,1126.23,1129.32,-6.23,1131.93,+48.45,1482.99,1719.31,94.53,-10.16,1497.09,1663.23,66.45,-2.06
Ravens,14-7-2022,979.22,978.71,+1.03,991.21,-40.09,961.92,960.98,+1.88,982.58,-71.39,1544.30,1801.16,102.74,+65.46,1491.42,1671.29,71.95,-1.90
X3,14-7-2022,1014.94,1039.72,-11.67,991.96,+51.51,997.72,1069.94,-74.08,1019.32,+9.84,1446.55,1577.27,52.29,-3.79,1481.80,1602.08,48.11,-2.85
YNT,14-7-2022,,,-,,-,,,-,,-,1425.70,1697.10,108.56,-87.94,1472.34,1658.90,74.62,-1.83
cybercats,14-7-2022,902.39,900.00,+4.82,891.57,+22.38,838.94,834.99,+7.95,821.09,+36.93,1471.21,1643.48,68.91,-6.61,1464.42,1608.55,57.65,-2.38
HF,14-7-2022,,,-,,-,,,-,,-,1377.47,1682.02,121.82,-74.88,1458.43,1632.23,69.52,-1.96
Team Bald Reborn,14-7-2022,902.95,900.57,+4.79,910.76,-25.35,843.20,839.35,+7.74,856.04,-38.78,1245.65,1551.11,122.18,-74.58,1445.74,1595.51,59.91,-2.28
Ooredoo Thunders,14-7-2022,999.86,980.63,+26.43,984.62,-,1042.78,964.42,+121.29,970.50,-,1457.68,1640.77,73.24,+46.11,1442.02,1592.98,60.38,-2.27
Team Empire,14-7-2022,932.06,930.40,+3.35,952.29,+4.79,874.89,871.83,+6.17,918.53,-1.99,1212.53,1406.28,77.50,-5.40,1435.83,1559.61,49.51,-2.93
Balrogs e-Sport,14-7-2022,943.73,942.35,+2.78,946.27,-24.55,906.24,903.94,+4.63,906.44,-24.87,1232.23,1488.21,102.39,+91.93,1407.36,1565.98,63.45,-2.15
KBU.US,14-7-2022,974.27,973.64,+1.27,966.37,-22.90,954.89,953.79,+2.23,935.79,-51.56,1422.84,1584.24,64.56,-9.09,1396.30,1531.45,54.06,-2.54
5RATFORCESTAFF,14-7-2022,1053.65,1054.97,-2.65,1084.58,-23.98,1038.42,1039.36,-1.90,1105.97,-64.96,1264.40,1559.50,118.04,+73.53,1392.26,1561.74,67.79,-2.02
IVY,14-7-2022,944.40,943.03,+2.74,911.74,+86.50,969.15,968.39,+1.52,910.41,+168.49,1366.22,1588.39,88.87,+18.41,1390.17,1545.39,62.09,-2.21
Gorillaz-Pride,14-7-2022,1043.44,1044.51,-2.14,1034.39,+37.93,1073.52,1075.32,-3.63,1057.74,+63.48,1030.63,1355.11,129.79,-68.97,1386.86,1538.82,60.78,-2.26
The Cut,14-7-2022,850.84,859.01,-8.27,888.67,-79.86,804.91,798.31,+20.79,827.23,-81.80,1129.82,1454.89,130.02,-68.81,1377.52,1518.73,56.48,-2.43
11Monkeyz,14-7-2022,,,-,,-,,,-,,-,1316.42,1486.03,67.84,-23.47,1366.59,1540.09,69.40,-1.97
Eternity,14-7-2022,912.25,910.10,+4.33,902.22,+48.41,895.30,892.74,+5.17,879.82,+109.82,1167.84,1409.20,96.54,+9.88,1358.67,1500.83,56.86,-2.42
Simply TOOBASED,14-7-2022,878.26,875.27,+6.01,866.98,+10.57,825.33,821.05,+8.62,809.37,+13.47,1091.82,1350.93,103.65,+55.82,1337.61,1487.88,60.11,-2.28
Arkosh Gaming,14-7-2022,949.64,948.40,+2.49,933.53,+57.18,960.62,959.66,+1.94,936.77,+99.22,1080.52,1408.11,131.04,-68.14,1322.55,1465.62,57.23,-2.39
felt,14-7-2022,1005.77,1005.91,-0.28,1023.59,-42.79,995.81,995.71,+0.21,1035.74,-117.49,1069.05,1428.70,143.86,-60.74,1281.85,1435.45,61.44,-2.23
Happy Seals,14-7-2022,896.71,945.36,-105.56,1010.73,-157.24,766.27,882.79,-227.52,1001.24,-318.50,1054.33,1271.83,87.00,+7.72,1234.41,1388.81,61.76,-2.22
5ManMidas,14-7-2022,920.41,918.46,+3.93,933.11,-17.42,859.55,856.11,+6.93,887.98,-41.07,1222.84,1480.41,103.03,+58.50,1194.80,1352.24,62.98,-2.17
OG,13-7-2022,1145.78,1149.35,-7.19,1151.75,+17.49,1267.11,1273.66,-13.18,1282.74,+7.32,1921.61,2134.13,85.01,-85.63,1956.03,2076.13,48.04,-2.95
Tundra Esports,13-7-2022,1158.21,1168.92,+8.54,1124.08,+46.70,1236.96,1259.57,+13.36,1177.67,+85.27,2007.23,2209.32,80.84,+27.24,1950.72,2068.25,47.01,-2.96
PSG.LGD,13-7-2022,1187.48,1161.15,+43.06,1152.81,+67.27,1295.43,1230.64,+103.44,1213.00,+137.56,1803.70,2124.61,128.36,-69.95,1942.89,2075.11,52.89,-2.73
Team Aster,13-7-2022,1093.18,1100.74,+2.80,1090.68,+17.34,1121.69,1145.63,-5.66,1130.15,+3.34,1941.14,2254.68,125.42,-72.07,1912.46,2036.00,49.41,-2.87
Royal Never Give Up,13-7-2022,1093.16,1061.40,+70.73,1065.09,-12.01,1175.19,1091.49,+198.37,1066.02,+45.09,1948.97,2251.20,120.89,-75.64,1903.34,2028.39,50.02,-2.75
Team Spirit,13-7-2022,1163.89,1167.91,-8.09,1139.33,+29.47,1253.43,1259.64,-12.51,1196.55,+78.79,1827.38,2059.54,92.87,+27.48,1901.71,2033.59,52.76,-2.63
Xtreme  Gaming,13-7-2022,1094.18,1110.32,-34.48,1118.86,-61.28,1107.70,1144.96,-80.37,1155.11,-118.54,1859.54,2164.25,121.88,-74.82,1895.11,2025.27,52.06,-2.66
TSM FTX,13-7-2022,1095.97,1098.32,-4.74,1111.99,-31.99,1122.12,1125.11,-6.03,1146.81,-46.04,1734.49,1960.46,90.39,+41.17,1872.50,1997.89,50.16,-2.73
Team Liquid,13-7-2022,1134.13,1102.28,+57.93,1091.61,+49.42,1258.95,1193.16,+121.73,1172.26,+82.88,2002.19,2197.10,77.97,+109.18,1856.60,1980.87,49.71,-2.88
BOOM Esports,13-7-2022,1118.90,1144.54,-21.00,1160.39,-61.08,1127.07,1181.00,-39.89,1205.84,-113.93,1816.48,2093.30,110.73,-85.43,1856.20,1978.15,48.78,-2.81
BetBoom Team,13-7-2022,1151.13,1154.83,-7.46,1146.53,-,1247.87,1253.94,-12.23,1249.76,-,1730.27,1945.77,86.20,+15.84,1837.35,2005.32,67.19,-2.04
Evil Geniuses,13-7-2022,1136.89,1140.24,-6.75,1138.84,-3.73,1204.28,1209.28,-10.08,1207.03,-15.20,1834.02,2070.40,94.55,+84.15,1831.90,1966.23,53.73,-2.57
Gaimin Gladiators,13-7-2022,1079.12,1095.69,-82.59,1108.14,-12.74,1085.57,1118.95,-176.08,1163.73,-46.51,1826.57,1978.72,60.86,+1.34,1831.64,1954.56,49.17,-2.80
INVICTUS GAMING,13-7-2022,1037.04,1037.95,-1.83,1029.20,+19.82,1049.49,1050.70,-2.44,1034.81,+34.25,1620.42,1963.01,137.04,-64.44,1829.86,1969.32,55.79,-2.52
Quincy Crew,13-7-2022,1050.54,1051.78,-2.49,1056.88,+2.35,1068.70,1070.39,-3.39,1075.66,+14.70,1793.18,2095.74,121.03,-97.52,1826.22,1974.49,59.31,-2.31
Team Secret,13-7-2022,1010.30,1010.55,-0.51,1013.91,+2.49,1017.13,1017.55,-0.85,1025.51,+5.24,1854.04,2079.61,90.23,+11.87,1823.68,1956.49,53.12,-2.65
Thunder Awaken,13-7-2022,1209.65,1214.79,-10.35,1219.75,+4.43,1295.18,1302.42,-14.57,1306.89,+12.37,1670.53,2015.10,137.83,-63.98,1823.32,1948.60,50.11,-2.78
Entity,13-7-2022,1092.37,1094.63,-4.56,1107.92,-68.24,1118.40,1121.30,-5.84,1138.69,-118.68,1836.46,2018.95,72.99,+38.34,1819.32,1949.68,52.14,-2.62
Vici Gaming,13-7-2022,1033.24,1034.05,-1.64,1018.75,+72.75,1090.05,1092.25,-4.44,1064.10,+147.31,1766.50,2002.26,94.31,-44.70,1817.75,1949.61,52.74,-2.65
Fnatic,13-7-2022,1125.44,1128.51,-6.19,1114.37,+54.88,1221.11,1226.53,-10.91,1196.48,+110.34,1816.90,2013.81,78.76,+40.59,1790.29,1918.71,51.37,-2.79
T1,13-7-2022,1096.20,1098.56,-4.75,1100.12,-14.10,1147.66,1151.28,-7.29,1151.07,-17.73,1718.53,1911.46,77.18,-19.82,1772.04,1896.12,49.63,-2.79
EHOME,13-7-2022,990.51,1000.43,-24.20,1005.09,+19.74,990.36,1012.71,-57.80,1026.62,+45.28,1805.97,2023.72,87.10,+64.52,1770.52,1903.52,53.20,-2.72
beastcoast,13-7-2022,1087.83,1089.98,-4.33,1107.73,-71.15,1134.98,1138.29,-6.66,1164.17,-126.52,1607.22,1904.24,118.81,-77.42,1758.85,1886.62,51.11,-2.69
Nigma Galaxy,13-7-2022,969.86,982.78,-0.73,967.22,+14.76,1012.89,1037.26,+11.65,997.53,+61.74,1695.26,1987.66,116.96,+2.77,1756.02,1896.32,56.12,-2.46
Aster.Aries,13-7-2022,1070.17,1071.89,-3.46,1058.75,+78.93,1118.18,1121.08,-5.83,1099.10,+129.71,1825.59,2059.80,93.68,+28.08,1741.91,1887.31,58.16,-2.36
Natus Vincere,13-7-2022,1011.72,1012.01,-0.58,1019.26,-3.97,1015.95,1016.34,-0.79,1038.67,-17.07,1634.59,1971.71,134.85,-65.74,1732.44,1877.69,58.10,-2.46
Team Magma,13-7-2022,956.74,955.68,+2.13,952.69,-35.08,937.13,935.59,+3.10,927.12,-56.09,1326.49,1653.06,130.63,-68.41,1699.19,1835.52,54.53,-2.54
nouns,13-7-2022,1058.44,1058.19,-,1058.19,-,1123.63,1117.34,-,1117.34,-,1692.56,1919.89,90.93,-27.27,1698.22,1876.01,71.12,-1.92
RSG,13-7-2022,1059.40,1034.86,+12.15,1097.75,-46.29,1071.66,1018.30,+34.57,1139.88,-97.32,1681.46,1922.03,96.23,+29.74,1688.14,1843.91,62.31,-2.20
Team SMG,13-7-2022,964.78,963.91,+1.74,968.92,-34.05,947.70,946.42,+2.58,954.07,-56.45,1698.47,1912.57,85.64,+29.28,1686.61,1823.34,54.69,-2.53
CDEC ,13-7-2022,967.94,967.16,+1.58,964.39,+7.35,957.20,956.15,+2.11,952.46,+9.81,1624.85,1906.38,112.61,-1.41,1680.40,1843.28,65.15,-2.13
Talon,13-7-2022,1071.75,1073.51,-3.54,1081.37,-29.50,1102.82,1105.34,-5.07,1116.60,-42.27,1856.30,2064.57,83.31,+12.08,1679.95,1843.19,65.30,-2.09
One Move,13-7-2022,1105.66,1135.65,-44.95,1158.54,-53.62,1220.36,1192.94,+5.73,1220.43,+4.74,1493.80,1762.68,107.55,-89.17,1673.75,1792.26,47.40,-2.90
Polaris Esports,13-7-2022,1117.17,1091.07,+93.37,1057.25,+71.02,1244.68,1146.52,+227.38,1069.25,+203.68,1596.25,1843.36,98.84,-101.98,1673.20,1790.92,47.09,-2.93
Execration,13-7-2022,1056.32,1072.10,-26.67,1019.49,+91.81,1080.97,1117.58,-76.98,1060.13,+103.56,1702.22,1870.84,67.45,-31.55,1670.97,1791.59,48.25,-2.86
HellRaisers,13-7-2022,1014.31,1014.67,-0.71,1055.19,-75.65,1002.67,1002.74,-0.13,1081.58,-146.10,1676.36,1920.92,97.82,+34.51,1666.33,1808.79,56.99,-2.44
SHENZHEN,13-7-2022,982.00,981.56,+0.89,979.25,+9.93,967.83,967.04,+1.59,965.34,+5.72,1485.51,1712.74,90.89,-35.25,1646.49,1798.76,60.91,-2.25
Infamous U.esports.,13-7-2022,1017.43,1013.37,-18.14,1034.78,-8.61,1055.47,1011.50,+18.51,1056.04,+27.94,1514.15,1792.04,111.15,-84.96,1624.26,1744.98,48.29,-2.89
Nigma Galaxy SEA,13-7-2022,1111.70,1092.03,+30.02,1010.11,+138.15,1121.94,1159.39,-66.74,1037.11,+135.83,1600.83,1828.41,91.03,+13.32,1623.79,1745.97,48.87,-2.81
Hokori,13-7-2022,1066.27,1077.62,-29.98,1078.33,+2.16,1093.32,1113.34,-58.68,1131.53,-45.48,1394.29,1695.76,120.59,-75.90,1614.33,1736.88,49.02,-2.81
Wildcard Gaming,13-7-2022,1110.68,1084.70,+43.88,1033.97,+119.51,1198.13,1153.93,+65.68,1077.24,+187.02,1546.53,1762.34,86.32,-14.24,1610.79,1739.84,51.62,-2.65
Tempest,13-7-2022,1036.21,1037.09,-1.79,1041.83,-13.63,1049.95,1051.18,-2.46,1054.38,-2.29,1475.27,1770.35,118.03,-78.12,1610.37,1744.32,53.58,-2.56
Into The Breach,13-7-2022,992.83,992.66,+0.35,999.10,-55.60,950.60,949.39,+2.44,955.84,-86.61,1545.96,1780.15,93.68,+33.73,1607.44,1752.62,58.07,-2.36
LBZS,13-7-2022,884.82,882.00,+5.68,892.08,-50.77,815.76,811.25,+9.09,834.29,-101.26,1410.69,1640.26,91.83,+74.72,1595.15,1739.63,57.79,-2.37
NO SORRY,13-7-2022,1089.27,1053.14,+22.10,1027.53,+121.48,1099.79,1080.79,-12.39,1050.29,+143.62,1593.27,1722.11,51.53,+6.10,1593.84,1713.14,47.72,-2.88
Alliance,13-7-2022,1047.79,1048.97,-2.36,1045.40,+44.14,1111.93,1114.67,-5.52,1113.67,+46.54,1089.05,1502.01,165.18,-51.66,1591.45,1738.55,58.84,-2.39
Mind Games,13-7-2022,1009.93,1010.18,-0.49,1048.59,-66.22,1008.88,1009.10,-0.44,1064.56,-98.29,1271.34,1620.32,139.59,-63.00,1582.92,1721.96,55.62,-2.47
Brame,13-7-2022,1057.13,1024.48,+80.36,969.89,+78.52,1211.53,1100.74,+205.67,994.82,+203.39,1429.29,1605.32,70.41,+37.84,1578.84,1697.44,47.44,-2.93
Ybb gaming,13-7-2022,951.53,950.34,+2.39,940.61,+14.55,929.48,927.75,+3.48,905.76,+54.26,1410.03,1645.92,94.36,+45.79,1576.88,1730.33,61.38,-2.23
Lilgun ,13-7-2022,920.07,948.74,-76.94,989.38,-104.12,876.10,906.33,-86.06,952.37,-130.77,1481.56,1761.90,112.14,-83.89,1569.07,1692.53,49.38,-2.81
Army Geniuses,13-7-2022,1086.45,1099.41,-30.55,1050.52,+90.62,1103.28,1142.70,-88.95,1102.87,+59.37,1613.48,1777.15,65.47,+39.22,1567.34,1693.27,50.37,-2.74
Pari Parni,13-7-2022,1006.38,1006.53,-0.31,1013.81,-14.92,1010.67,1010.93,-0.53,1001.46,+11.41,1252.92,1541.82,115.56,-80.42,1566.99,1701.95,53.98,-2.54
TNC Predator,13-7-2022,943.81,942.43,+2.77,928.06,+33.88,933.41,931.77,+3.29,905.22,+60.69,1417.62,1634.34,86.69,-12.57,1565.72,1712.65,58.77,-2.37
PuckChamp,13-7-2022,1010.94,1011.21,-0.54,1010.13,+0.39,1025.96,1026.60,-1.28,1021.13,+5.72,1451.36,1677.29,90.37,+46.05,1564.60,1709.29,57.88,-2.38
HYDRA,13-7-2022,952.36,957.47,-14.34,1008.61,-122.21,924.93,925.97,+2.29,1002.49,-213.47,1513.46,1634.58,48.45,-2.18,1560.02,1664.17,41.66,-3.31
Team Saiyan,13-7-2022,948.41,947.14,+2.55,974.41,-75.87,891.19,888.53,+5.37,934.41,-127.92,1185.53,1440.11,101.83,-17.03,1557.04,1706.63,59.83,-2.35
Coritiba Esports,13-7-2022,921.47,919.54,+3.88,924.32,-16.78,906.25,903.95,+4.63,913.56,-31.05,1514.28,1771.53,102.90,+85.94,1547.39,1684.39,54.80,-2.50
Nemiga Gaming,13-7-2022,916.09,914.04,+4.14,888.43,+14.29,884.03,881.19,+5.72,816.40,+72.22,1533.82,1843.55,123.89,-73.23,1546.87,1671.22,49.74,-2.77
SG esports,13-7-2022,1017.57,1018.00,-0.87,1007.01,+52.65,1054.28,1055.61,-2.68,1038.13,+91.88,1548.55,1763.35,85.92,+58.84,1533.62,1678.34,57.89,-2.37
DGG Esports,13-7-2022,1039.53,999.37,+26.97,1026.62,+51.59,1020.39,971.39,+23.66,1034.92,+49.51,1432.01,1629.46,78.98,+29.33,1532.60,1657.24,49.86,-2.76
Infinity,13-7-2022,1078.62,1079.03,+44.23,1013.76,+98.04,1124.88,1138.80,+54.64,1035.27,+139.00,1449.94,1646.55,78.65,+13.49,1532.53,1660.75,51.29,-2.67
Dreamers Esports,13-7-2022,1007.24,1007.41,-0.36,1000.54,+16.09,1006.30,1006.45,-0.31,995.89,+12.75,1443.88,1685.85,96.79,-36.84,1532.48,1706.50,69.61,-1.96
Rune Eaters,13-7-2022,1070.70,1091.15,-13.84,1091.15,-,1072.95,1131.18,-59.07,1131.18,-,1373.58,1665.15,116.63,-79.41,1516.45,1695.99,71.81,-1.90
DogChamp,13-7-2022,1015.20,971.01,+70.60,912.39,+119.00,1081.26,1014.44,+111.55,895.73,+227.02,1426.29,1688.09,104.72,-92.86,1510.42,1639.69,51.71,-2.67
Neon Esports,13-7-2022,892.05,890.75,-0.06,915.01,-48.71,860.93,854.41,+10.18,878.17,-50.98,1133.71,1426.12,116.96,-79.09,1501.31,1624.96,49.46,-2.81
Noping VPN,13-7-2022,967.28,966.48,+1.61,977.30,-39.54,949.24,948.00,+2.50,946.50,-26.75,1020.30,1334.34,125.61,-71.92,1500.42,1641.93,56.61,-2.44
Wolf Team,13-7-2022,1072.68,1074.46,-3.59,1074.90,+31.11,1126.23,1129.32,-6.23,1131.93,+48.45,1482.99,1719.31,94.53,-10.16,1497.09,1663.23,66.45,-2.06
Ravens,13-7-2022,979.22,978.71,+1.03,991.21,-40.09,961.92,960.98,+1.88,982.58,-71.39,1544.30,1801.16,102.74,+65.46,1491.42,1671.29,71.95,-1.90
X3,13-7-2022,1014.94,1039.72,-11.67,991.96,+51.51,997.72,1069.94,-74.08,1019.32,+9.84,1446.55,1577.27,52.29,-3.79,1481.80,1602.08,48.11,-2.85
YNT,13-7-2022,,,-,,-,,,-,,-,1425.70,1697.10,108.56,-87.94,1472.34,1658.90,74.62,-1.83
cybercats,13-7-2022,902.39,900.00,+4.82,891.57,+22.38,838.94,834.99,+7.95,821.09,+36.93,1471.21,1643.48,68.91,-6.61,1464.42,1608.55,57.65,-2.38
HF,13-7-2022,,,-,,-,,,-,,-,1377.47,1682.02,121.82,-74.88,1458.43,1632.23,69.52,-1.96
Team Bald Reborn,13-7-2022,902.95,900.57,+4.79,910.76,-25.35,843.20,839.35,+7.74,856.04,-38.78,1245.65,1551.11,122.18,-74.58,1445.74,1595.51,59.91,-2.28
Ooredoo Thunders,13-7-2022,999.86,980.63,+26.43,984.62,-,1042.78,964.42,+121.29,970.50,-,1457.68,1640.77,73.24,+46.11,1442.02,1592.98,60.38,-2.27
Team Empire,13-7-2022,932.06,930.40,+3.35,952.29,+4.79,874.89,871.83,+6.17,918.53,-1.99,1212.53,1406.28,77.50,-5.40,1435.83,1559.61,49.51,-2.93
Balrogs e-Sport,13-7-2022,943.73,942.35,+2.78,946.27,-24.55,906.24,903.94,+4.63,906.44,-24.87,1232.23,1488.21,102.39,+91.93,1407.36,1565.98,63.45,-2.15
KBU.US,13-7-2022,974.27,973.64,+1.27,966.37,-22.90,954.89,953.79,+2.23,935.79,-51.56,1422.84,1584.24,64.56,-9.09,1396.30,1531.45,54.06,-2.54
5RATFORCESTAFF,13-7-2022,1053.65,1054.97,-2.65,1084.58,-23.98,1038.42,1039.36,-1.90,1105.97,-64.96,1264.40,1559.50,118.04,+73.53,1392.26,1561.74,67.79,-2.02
IVY,13-7-2022,944.40,943.03,+2.74,911.74,+86.50,969.15,968.39,+1.52,910.41,+168.49,1366.22,1588.39,88.87,+18.41,1390.17,1545.39,62.09,-2.21
Gorillaz-Pride,13-7-2022,1043.44,1044.51,-2.14,1034.39,+37.93,1073.52,1075.32,-3.63,1057.74,+63.48,1030.63,1355.11,129.79,-68.97,1386.86,1538.82,60.78,-2.26
The Cut,13-7-2022,850.84,859.01,-8.27,888.67,-79.86,804.91,798.31,+20.79,827.23,-81.80,1129.82,1454.89,130.02,-68.81,1377.52,1518.73,56.48,-2.43
11Monkeyz,13-7-2022,,,-,,-,,,-,,-,1316.42,1486.03,67.84,-23.47,1366.59,1540.09,69.40,-1.97
Eternity,13-7-2022,912.25,910.10,+4.33,902.22,+48.41,895.30,892.74,+5.17,879.82,+109.82,1167.84,1409.20,96.54,+9.88,1358.67,1500.83,56.86,-2.42
Simply TOOBASED,13-7-2022,878.26,875.27,+6.01,866.98,+10.57,825.33,821.05,+8.62,809.37,+13.47,1091.82,1350.93,103.65,+55.82,1337.61,1487.88,60.11,-2.28
Arkosh Gaming,13-7-2022,949.64,948.40,+2.49,933.53,+57.18,960.62,959.66,+1.94,936.77,+99.22,1080.52,1408.11,131.04,-68.14,1322.55,1465.62,57.23,-2.39
felt,13-7-2022,1005.77,1005.91,-0.28,1023.59,-42.79,995.81,995.71,+0.21,1035.74,-117.49,1069.05,1428.70,143.86,-60.74,1281.85,1435.45,61.44,-2.23
Happy Seals,13-7-2022,896.71,945.36,-105.56,1010.73,-157.24,766.27,882.79,-227.52,1001.24,-318.50,1054.33,1271.83,87.00,+7.72,1234.41,1388.81,61.76,-2.22
5ManMidas,13-7-2022,920.41,918.46,+3.93,933.11,-17.42,859.55,856.11,+6.93,887.98,-41.07,1222.84,1480.41,103.03,+58.50,1194.80,1352.24,62.98,-2.17
OG,12-7-2022,1145.78,1149.35,-7.19,1151.75,+17.49,1267.11,1273.66,-13.18,1282.74,+7.32,1921.61,2134.13,85.01,-85.63,1956.03,2076.13,48.04,-2.95
Tundra Esports,12-7-2022,1158.21,1168.92,+8.54,1124.08,+46.70,1236.96,1259.57,+13.36,1177.67,+85.27,2007.23,2209.32,80.84,+27.24,1950.72,2068.25,47.01,-2.96
PSG.LGD,12-7-2022,1187.48,1161.15,+43.06,1152.81,+67.27,1295.43,1230.64,+103.44,1213.00,+137.56,1803.70,2124.61,128.36,-69.95,1942.89,2075.11,52.89,-2.73
Team Aster,12-7-2022,1093.18,1100.74,+2.80,1090.68,+17.34,1121.69,1145.63,-5.66,1130.15,+3.34,1941.14,2254.68,125.42,-72.07,1912.46,2036.00,49.41,-2.87
Royal Never Give Up,12-7-2022,1093.16,1061.40,+70.73,1065.09,-12.01,1175.19,1091.49,+198.37,1066.02,+45.09,1948.97,2251.20,120.89,-75.64,1903.34,2028.39,50.02,-2.75
Team Spirit,12-7-2022,1163.89,1167.91,-8.09,1139.33,+29.47,1253.43,1259.64,-12.51,1196.55,+78.79,1827.38,2059.54,92.87,+27.48,1901.71,2033.59,52.76,-2.63
Xtreme  Gaming,12-7-2022,1094.18,1110.32,-34.48,1118.86,-61.28,1107.70,1144.96,-80.37,1155.11,-118.54,1859.54,2164.25,121.88,-74.82,1895.11,2025.27,52.06,-2.66
TSM FTX,12-7-2022,1095.97,1098.32,-4.74,1111.99,-31.99,1122.12,1125.11,-6.03,1146.81,-46.04,1734.49,1960.46,90.39,+41.17,1872.50,1997.89,50.16,-2.73
Team Liquid,12-7-2022,1134.13,1102.28,+57.93,1091.61,+49.42,1258.95,1193.16,+121.73,1172.26,+82.88,2002.19,2197.10,77.97,+109.18,1856.60,1980.87,49.71,-2.88
BOOM Esports,12-7-2022,1118.90,1144.54,-21.00,1160.39,-61.08,1127.07,1181.00,-39.89,1205.84,-113.93,1816.48,2093.30,110.73,-85.43,1856.20,1978.15,48.78,-2.81
BetBoom Team,12-7-2022,1151.13,1154.83,-7.46,1146.53,-,1247.87,1253.94,-12.23,1249.76,-,1730.27,1945.77,86.20,+15.84,1837.35,2005.32,67.19,-2.04
Evil Geniuses,12-7-2022,1136.89,1140.24,-6.75,1138.84,-3.73,1204.28,1209.28,-10.08,1207.03,-15.20,1834.02,2070.40,94.55,+84.15,1831.90,1966.23,53.73,-2.57
